rank,es_word,es_sentence,fr_word,fr_sentence
301,mal,"mucha gente habla mal de él",mal,"beaucoup de gens parlent mal de lui"
302,orden,"hay que poner todo en orden de prioridad",ordre,"il faut mettre tout en ordre de priorité"
303,don,"¿cómo era don Manuel?",Monsieur,"comment était Monsieur Manuel?"
304,semana,"no todos los días, pero varios días de la semana",semaine,"pas tous les jours, mais plusieurs jours de la semaine"
305,suponer,"era absurdo suponer que la guerrilla cambiarasus planes",supposer,"c'était absurde de supposer que la guérilla changerait ses plans"
306,comprender,"los había leído todos, sin comprender mucho",comprendre,"je les avais tous lus, sans vraiment comprendre"
307,ﬁnal,"pero al final, el resultado es la perfección",final,"mais à la fin, le résultat est la perfection"
308,interés,"usted, de verdad, sí tiene interés en este tema",intérêt,"vous, vraiment, avez de l'intérêt pour ce sujet"
309,siguiente,"al día siguiente se levantó más decidido que nunca",suivant,"le lendemain, il s'est levé plus déterminé que jamais"
310,vista,"era un territorio fértil con una hermosa vista hacia la cordillera",vue,"c'était un territoire fertile avec une belle vue sur la cordillère"
311,lograr,"un director no puede lograr buenos resultados sin ayuda",réaliser,"un directeur ne peut pas réaliser de bons résultats sans aide"
312,demás,"serán la envidia de los demás colegas latinoamericanos",autres,"ils seront l'envie des autres collègues latino-américains"
313,acuerdo,"estoy de acuerdo con esa interpretación",accord,"je suis d'accord avec cette interprétation"
314,difícil,"es duro, difícil tomar una decisión como ésta",difficile,"c'est dur, difficile de prendre une décision comme celle-ci"
315,número,"ella escribía su número telefónico en un papelito",numéro,"elle écrivait son numéro de téléphone sur un petit morceau de papier"
316,explicar,"¿podría explicar los detalles de este análisis?",expliquer,"pourriez-vous expliquer les détails de cette analyse?"
317,negro,"la existencia de un agujero negro en la galaxia M87",noir,"l'existence d'un trou noir dans la galaxie M87"
318,fondo,"ese es el sistema, y en el fondo funciona",fond,"c'est le système, et au fond, ça fonctionne"
319,camino,"es un camino muy largo el que nos queda por recorrer",chemin,"c'est un chemin très long qui nous reste à parcourir"
320,voz,"un hombre de voz vibrante y rica empezó a cantar",voix,"un homme à la voix vibrante et riche commença à chanter"
321,estudio,"he colaborado en un estudio de epidemiología descriptiva",étude,"j'ai collaboré à une étude d'épidémiologie descriptive"
322,necesario,"ahora es necesario dirigir más oraciones a Dios",nécessaire,"maintenant il est nécessaire de diriger plus de prières à Dieu"
323,preguntar,"les voy a preguntar si quieren comer",demander,"je vais leur demander s'ils veulent manger"
324,allá,"miren allá, cerca del puente",là-bas,"regardez là-bas, près du pont"
325,tocar,"se acercó hasta tocar su rodilla con la mía",toucher,"il s'approcha jusqu'à toucher son genou avec le mien"
326,valor,"hay que descubrir el valor artístico de la obra de arte",valeur,"il faut découvrir la valeur artistique de l'œuvre d'art"
327,reconocer,"no pudo reconocer quién era",reconnaître,"elle n'a pas pu reconnaître qui c'était"
328,estudiar,"Adam quiere estudiar teología y ser sacerdote",étudier,"Adam veut étudier la théologie et devenir prêtre"
329,alcanzar,"la economía tiene posibilidades de alcanzar la prosperidad",atteindre,"l'économie a des chances d'atteindre la prospérité"
330,nacer,"Picasso nació en Málaga en 1881",naître,"Picasso est né à Malaga en 1881"
331,dirigir,"usted dirigió la Orquesta Nacional en",diriger,"vous avez dirigé l'Orchestre National en"
332,correr,"ahorita corre tres kilómetros y medio",courir,"en ce moment, il court trois kilomètres et demi"
333,medida,"el artista crece a medida que madura",mesure,"l'artiste grandit à mesure qu'il mûrit"
334,menor,"E. era el menor de los hermanos",plus jeune,"E. était le plus jeune des frères"
335,demasiado,"esta casa es demasiado grande para una persona",trop,"cette maison est trop grande pour une personne"
336,solamente,"la opinión es solamente una hipótesis",seulement,"l'opinion n'est qu'une hypothèse"
337,bueno,"bueno, ¿y ahora qué hacemos?",bien,"bien, et maintenant que faisons-nous?"
338,utilizar,"sería una buena idea utilizar colores pálidos",utiliser,"ce serait une bonne idée d'utiliser des couleurs claires"
339,centro,"no necesitan estar solos en el centro del escenario",centre,"ils n'ont pas besoin d'être seuls au centre de la scène"
340,necesidad,"sentía la necesidad de ser comprendido",besoin,"il ressentait le besoin d'être compris"
341,condición,"afecta a la condición física de todos los órganos",condition,"elle affecte la condition physique de tous les organes"
342,pagar,"estamos tratando de pagar esta deuda",payer,"nous essayons de payer cette dette"
343,ello,"¿qué se perdía con ello?",cela,"qu'est-ce qui était perdu avec cela?"
344,falta,"sería una locura, una falta de ese sentido de la realidad",manque,"ce serait une folie, un manque de ce sens de la réalité"
345,ayudar,"espero ganar dinero para ayudar a mi pobre madre",aider,"j'espère gagner de l'argent pour aider ma pauvre mère"
346,diez,"a mí me bastaban los diez mandamientos",dix,"les dix commandements me suffisaient"
347,través,"los sentimientos que han llegado a mí a través de la música",à travers,"les sentiments qui me sont parvenus à travers la musique"
348,antiguo,"es una de las obras más antiguas - fines del siglo XIII",ancien,"c'est l'une des œuvres les plus anciennes - fin du XIIIe siècle"
349,tu,"ésta es tu casa y ésta es tu cama",ta,"c'est ta maison et c'est ton lit"
350,edad,"se acercaba a la edad de encontrar un hombre con quien casarse",âge,"elle approchait de l'âge où elle pourrait trouver un homme avec qui se marier"
351,estado,"hay un estado de incertidumbre que ﬂota en el ambiente",état,"il y a un état d'incertitude qui flotte dans l'air"
352,ser,"se puede ser un ser humano perfecto y un bárbaro en cultura",être,"on peut être un être humain parfait et un barbare en culture"
353,gustar,"¡no me gusta que te acaricie!",aimer,"je n'aime pas que tu me caresses !"
354,puerta,"¿por dónde estará la puerta de salida?",porte,"où pourrait être la porte de sortie ?"
355,jugar,"puede jugar a la pelota",jouer,"il peut jouer au ballon"
356,cara,"aparece la cara del hombre con sus bigotes de cepillo",visage,"le visage de l'homme apparaît avec sa moustache de brosse"
357,mí,"el regalo era para mí",moi,"le cadeau était pour moi"
358,época,"en la época romana se utilizaba más el bronce",époque,"à l'époque romaine, on utilisait davantage le bronze"
359,color,"coincide con los colores primarios: rojo, azul y amarillo",couleur,"coïncide avec les couleurs primaires : rouge, bleu et jaune"
360,escuchar,"tuvo oportunidad de escuchar comentarios de viajeros",écouter,"il a eu l'occasion d'écouter les commentaires des voyageurs"
361,experiencia,"tengo experiencia de la vida y del amor",expérience,"j'ai de l'expérience dans la vie et l'amour"
362,movimiento,"estaba encabezando un movimiento de subversión",mouvement,"il était à la tête d'un mouvement de subversion"
363,cumplir,"necesita algo más para cumplir su trabajo",accomplir,"il a besoin de quelque chose de plus pour accomplir son travail"
364,especial,"siento también una especial predilección por Stravinski",spécial,"j'ai aussi une affection particulière pour Stravinski"
365,diferente,"en un entorno urbano el reto, en cambio, es diferente",différent,"dans un environnement urbain, le défi est, en revanche, différent"
366,pesar,"comprendí su decisión a pesar de que me entristeciera mucho",malgré,"j'ai compris sa décision même si elle m'a beaucoup attristé"
367,posibilidad,"debes considerar la posibilidad de dar en adopción a tu bebé",possibilité,"tu dois envisager la possibilité d'adopter ton bébé"
368,ofrecer,"el Hotel D. ofrece su menú en francés",offrir,"l'hôtel D. offre son menu en français"
369,descubrir,"otro policía descubrió un paquete en el suelo",découvrir,"un autre policier a découvert un paquet par terre"
370,anterior,"en términos de dólares, el anterior fue un año sobresaliente",précédent,"en termes de dollars, l'année précédente a été exceptionnelle"
371,juego,"he escrito algunos libros de juego y diversión",jeu,"j'ai écrit quelques livres de jeu et de divertissement"
372,levantar,"de pronto se levantó y fue hasta su biblioteca",se lever,"soudain, il se leva et se dirigea vers sa bibliothèque"
373,pobre,"el pobre, va a tener que trabajar",pauvre,"le pauvre, il va devoir travailler"
374,aire,"el helicóptero puede estacionarse en el aire",air,"l'hélicoptère peut stationner dans l'air"
375,seis,"cinco por seis son treinta",six,"cinq fois six égale trente"
376,intentar,"¿somos tan tontos como para intentar repetir la historia?",essayer,"sommes-nous assez stupides pour essayer de reproduire l'histoire ?"
377,guerra,"qué pronto se olvida a las víctimas de una guerra",guerre,"comme on oublie rapidement les victimes d'une guerre"
378,junto,"trabajábamos juntos en el Congreso",ensemble,"nous travaillions ensemble au Congrès"
379,resultado,"fue el resultado de muchas acciones que parecían inútiles",résultat,"c'était le résultat de nombreuses actions qui semblaient inutiles"
380,usar,"mi teléfono no funciona y quisiera usar el tuyo",utiliser,"mon téléphone ne fonctionne pas et j'aimerais utiliser le tien"
381,decidir,"¿cómo decidió usted ser director de orquesta?",décider,"comment avez-vous décidé de devenir chef d'orchestre ?"
382,repetir,"no voy a repetir este pecado más en la vida",répéter,"je ne vais pas répéter ce péché plus dans la vie"
383,olvidar,"no he podido olvidar aquella noche de tu despedida",oublier,"je n'ai pas pu oublier cette nuit de ton départ"
384,ley,"el casamiento civil es una ley de este país",loi,"le mariage civil est une loi de ce pays"
385,aspecto,"uno de los aspectos más controvertidos del modernismo",aspect,"l'un des aspects les plus controversés du modernisme"
386,pie,"está enfermo y tiene un pie en el cementerio",pied,"il est malade et a un pied dans la tombe"
387,valer,"¡estas joyas tienen que valer muchos millones!",valoir,"ces bijoux doivent valoir des millions !"
388,especie,"el único que llegó a ser una especie de monstruo fui yo",espèce,"le seul qui est devenu une espèce de monstre, c'est moi"
389,comer,"te comiste todo el queso",manger,"tu as mangé tout le fromage"
390,servicio,"es un servicio público que beneficia al individuo",service,"c'est un service public qui bénéficie à l'individu"
391,cerca,"nos sentábamos cerca del fuego",près,"nous nous asseyions près du feu"
392,mostrar,"con un dedo me mostró un agujerito negro",montrer,"avec un doigt, il m'a montré un petit trou noir"
393,actividad,"pienso que el arte es una actividad mental",activité,"je pense que l'art est une activité mentale"
394,tercero,"en uno de los primeros años de la tercera década del siglo",troisième,"dans l'une des premières années de la troisième décennie du siècle"
395,cuál,"primero dime cuál es tu nombre",lequel,"d'abord, dis-moi quel est ton nom"
396,pronto,"pronto lo tuvieron todo hecho",bientôt,"ils ont bientôt tout eu fait"
397,ocupar,"volvió a ocupar su lugar",occuper,"il a repris sa place"
398,cuestión,"creo que es una cuestión de sinceridad",question,"je pense que c'est une question d'honnêteté"
399,duda,"no existía duda alguna en que era hijo mío",doute,"il n'y avait aucun doute qu'il était mon fils"
400,diferencia,"¿sabés la diferencia entre el contador y el matemático?",différence,"tu sais quelle est la différence entre le comptable et le mathématicien?"
401,mañana,"sí, todo el día está allá, desde la mañana hasta la tarde",matin,"oui, toute la journée est là, du matin au soir"
402,mover,"después de mover a uno y otro lado la cabeza",bouger,"après avoir bougé la tête d'un côté à l'autre"
403,continuar,"da la orden para continuar la marcha",continuer,"il donne l'ordre de continuer la marche"
404,cantidad,"todo esto genera una cantidad de datos formidables",quantité,"tout cela génère une quantité formidable de données"
405,acción,"esta acción legal pretendía acelerar la liberalización económica",action,"cette action légale visait à accélérer la libéralisation économique"
406,suceder,"¿qué pasa?, ¿sucedió algo malo?, ¿algún problema?",arriver,"qu'est-ce qui se passe? Quelque chose de mal est-il arrivé? Un problème?"
407,ﬁjar,"lo primero que hizo fue fijar fecha definitiva",fixer,"la première chose qu'il a faite a été de fixer une date définitive"
408,sociedad,"creaban una sociedad multicultural que vivía en paz",société,"ils créaient une société multiculturelle qui vivait en paix"
409,referir,"me voy a referir a los dos últimos puntos",référer,"je vais me référer aux deux derniers points"
410,acercar,"él me miró, se acercó, me besó",approcher,"il me regarda, s'approcha, m'embrassa"
411,capaz,"¿es usted capaz de describir su propia carrera?",capable,"êtes-vous capable de décrire votre propre carrière ?"
412,bajo,"las puertas de madera son bajas y rudas",bas,"les portes en bois sont basses et rugueuses"
413,libre,"estaré más tranquilo y con más tiempo libre",libre,"je serai plus tranquille et avec plus de temps libre"
414,natural,"decidió que su conducta era natural y sincera",naturel,"il décida que son comportement était naturel et sincère"
